english,polish,alternatives
exorcism,egzorcyzm,ˈeksɔ:sɪzəm
exorcize,egzorcyzmować,exorcise|ˈeksɔ:saɪz
exotic,egzotyczny,ɪgˈzɒtɪk
expanse,bezmiar,przestwór|ɪkˈspæns
expansion,1.  rozrost,ɪkˈspænʃən
expansionism,ekspansjonizm,ɪkˈspænʃənɪzəm
expansionist,ekspansywny,ɪkˈspænʃənɪst
expansive,wylewny,ɪkˈspænsɪv
expatriate,eksˈpætrɪət,emigrant
expect,myślę,sądzę|że|ɪkˈspekt
expectancy,nadzieja,widoki|ɪkˈspektənsɪ
expectant,spodziewający się,ɪkˈspektənt
expectation,"1.  oczekiwanie
 2.  wyczekiwanie",spodziewanie się|ˌekspekˈteɪʃən
expediency,co korzystne,korzyść|to|ɪkˈspedɪənsɪ
expedient,dogodny,"i.    środek
ii.    stosowny|ɪkˈspedɪənt"
expedite,przyśpieszyć,ˈekspədaɪt
expedition,"1.  ekspedycja
 2.  wyprawa",ˌekspəˈdɪʃən
expel,ɪkˈspel,
expend,wydatkować,zużywać|ɪkˈspend
expendable,zbyteczny,ɪkˈspendəbəl
expenditure,ɪkˈspendɪʧə,
expense,1.  nakłady,"wydatki
 2. expenses  dieta|ɪkˈspens"
expensive,drogi,kosztowny|ɪkˈspensɪv
experience,doświadczać,"fakt
ii.    przeżywać|ɪkˈspɪərɪəns"
experienced,doświadczony,ɪkˈspɪərɪənst
experiment,"doświadczenie
ii.    eksperymentować",i.    eksperyment|ɪkˈsperəmənt
experimental,ɪkˌsperəˈmentəl,
expert,i.    ekspert,"specjalistyczny|znawca
ii.    wyspecjalizowany|ˈekspɜ:t"
expertise,umiejętności specjalistyczne,wiedza specjalistyczne|ˌekspɜ:ˈti:z
expiate,odpokutowywać,ˈekspɪeɪt
expiration,utrata ważności,ˌekspɪˈreɪʃən
expire,ɪkˈspaɪə,
expiry date,data ważności,ɪkˈspaɪərɪ deɪt
explain,ɪkˈspleɪn,
explanation,"1.  wyjaśnienie
 2.  objaśnienie",ˌekspləˈneɪʃən
explanatory,objaśniający,wyjaśniający|ɪkˈsplænətərɪ
explicable,wytłumaczalny,ɪkˈsplɪkəbəl
explicit,jednoznaczny,otwarty|szczery|ɪkˈsplɪsɪt
explode,1.  eksplodować,ɪkˈspləʊd
exploitation,1.  wyzysk,"wykorzystywanie
 2.  eksploatacja|ˌeksplɔɪˈteɪʃən"
exploitative,wyzyskujący,ɪkˈsplɔɪtətɪv
exploiter,wyzyskiwacz,ɪkˈsplɔɪtə
exploratory,badawczy,rozpoznawczy|ɪkˈsplɒrətərɪ
explore,"1.  badać
 2.  przeszukiwać","penetrować
 3.  analizować|przedyskutowywać|ɪkˈsplɔ:"
explorer,badacz,eksplorator|ɪkˈsplɔ:rə
explosion,1.  eksplozja,"wybuch
 2.  gwałtowny przyrost|ɪkˈspləʊʒən"
explosive,1.  środek wybuchowy,"rozrywający
 4.  oszałamiający|ɪkˈspləʊsɪv"
exponent,1.  przedstawiciel,ɪkˈspəʊnənt
exponential,zdwojony,ˌekspəˈnenʃəl
exporter,eksporter,ɪkˈspɔ:tə
expose,ekˈspəʊzeɪ,"exposé|narażać 
 4.  demaskować|zdemaskowanie|ɪkˈspəʊz"
exposition,przedstawienie,wykład|ˌekspəˈzɪʃən
exposure,1.  wystawienie się,kadr|wystawienie|ɪkˈspəʊʒə
exposé,ekˈspəʊzeɪ,expose|zdemaskowanie
expound,objaśniać,przedstawiać|ɪkˈspaʊnd
express,ɪkˈspres,
expression,"przykład
 4.  ekspresja","wyraz
 3.  przejaw|ɪkˈspreʃən"
expressionless,bez wyrazu,ɪkˈspreʃənlɪs
expressive,ɪkˈspresɪv,
expressway,autostrada,droga szybkiego ruchu|ɪkˈspresweɪ
expropriate,konfiskować,zabierać|ɪkˈsprəʊprɪeɪt
expulsion,wydalenie,ɪkˈspʌlʃən
exquisite,"1.  przepiękny
 2.  nadzwyczajny",ˈekskwɪzɪt
extend,1.  rozpościerać się,oferować|ɪkˈstend
extension,1.  dobudówka,ɪkˈstenʃən
extensive,szczegółowy,ɪkˈstensɪv
extent,w jakim,ɪkˈstent
extenuate,łagodzić,ɪkˈstenjʊeɪt
exterior,"wygląd zewnętrzny
ii.    zewnętrzny",ɪkˈstɪərɪə
exterminate,eksterminować,wybijać|ɪkˈstɜ:mɪneɪt
extermination,eksterminacja,ɪkˌstɜ:mɪˈneɪʃən
external,ɪkˈstɜ:nəl,
extinct,"1.  wymarły
 2.  nieczynny",wygasły|ɪkˈstɪŋkt
extinction,"1.  wymarcie
 2.  wygaśnięcie",ɪkˈstɪŋkʃən
extinguish,niweczyć,ɪkˈstɪŋgwɪʃ
extinguisher,gaśnica,ɪkˈstɪŋgwɪʃə
extol,wychwalać,wysławiać|ɪkˈstəʊl
extort,wymuszać,zdzierać|ɪkˈstɔ:t
extortionate,nadmierny,ɪksˈtɔ:ʃənət
extra,ˈekstrə,
extract,ekstrakt,"wyimek
 2.  wyciąg"
extraction,ɪkˈstrækʃən,
extractor,wentylator,wentylator okienny|ɪkˈstræktə
extracurricular,extra-curricular,nadobowiązkowy|ˌekstrə kəˈrɪkjʊlə
extradite,poddawać ekstradycji,ˈekstrədaɪt
extradition,ekstradycja,ˌekstrəˈdɪʃən
extramarital,pozamałżeński,ˌekstrəˈmærɪtəl
extramural,extra-mural,zaoczny|ˌekstrəˈmjʊərəl
extraneous,poboczny,ɪkˈstreɪnɪəs
extraordinary,"1.  nadzwyczajny
 2.  niezwykły",ɪkˈstrɔ:dənərɪ
extravagance,"1.  rozrzutność
 2.  luksus",ɪkˈstrævəgəns
extravagant,"1.  rozrzutny
 2.  luksusowy",ɪkˈstrævəgənt
extravaganza,ekstrawagancja,ɪkˌstrævəˈgænzə
extremist,ekstremista,ɪkˈstri:mɪst
extremity,ɪkˈstremɪtɪ,
extricate,uwalniać,wydobywać|ˈekstrɪkeɪt
extrovert,"i.    ekstrawertyk
ii.    ekstrawertyczny",ˈekstrəvɜ:t
extrude,wyciskać,ɪkˈstru:d
exuberant,pełen życia,ɪgˈzju:bərənt
exude,"1.  emanować
 2.  wydzielać",ɪgˈzju:d
exult,radować się,ɪgˈzʌlt
exultant,rozradowany,ɪgˈzʌltənt
eye,aɪ,"zgadzać się
 13.  shut"
eyeball,gałka oczna,ˈaɪbɔ:l
eyebrow,krzywić się na,marszczyć brew na|marszczyć brew na coś|ˈaɪbraʊ
eyecatching,eye-catching,przykuwający wzrok|ˈaɪkæʧɪŋ
eyelash,rzęsa,ˈaɪlæʃ
eyelid,ˈaɪlɪd,
eyeopener,eye-opener,rewelacja|ˈaɪəʊpənə
eyeshadow,cień do powiek,eye-shadow|ˈaɪʃædəʊ
eyesight,wzrok,ˈaɪsaɪt
eyesore,brzydactwo,okropieństwo|ˈaɪsɔ:
eyewitness,eye-witness,naoczny świadek|ˈaɪwɪtnɪs
fa,związek piłki nożnej,
fable,bajka,ˈfeɪbəl
fabric,1.  materiał,substancja|ˈfæbrɪk
fabricate,ˈfæbrɪkeɪt,
fabulous,ˈfæbjələs,
facade,fasada,fəˈsɑ:d
face,do czegoś),feɪs|feɪs ˈvælju:|przodem w dół|twarzą w górę
faceless,anonimowy,ˈfeɪslɪs
facet,ˈfæsət,
facetious,fəˈsi:ʃəs,żartobliwy
facial,dotyczący twarzy,twarzy|ˈfeɪʃəl
facile,"lekki
 2.  płytki",powierzchowny|ˈfæsaɪl
facilitate,fəˈsɪlɪteɪt,ułatwiać
facility,fəˈsɪlɪtɪ,
facsimile,fækˈsɪmɪlɪ,
fact,fækt,in point of
faction,frakcja,ˈfækʃən
factor,czynnik,ˈfæktə
factory,fabryka,ˈfæktərɪ
factual,rzeczowy,ˈfækʧʊəl
faculty,wydział,ˈfækəltɪ
fad,fæd,przelotna moda
faeces,feces,kał|ˈfɪ:si:z
fag,fæg,
faggot,ˈfægət,
fahrenheit,skala fahrenheita,ˈfærənhaɪt
failing,"słaby
 2.  failing this",ˈfeɪlɪŋ
failure,nieudacznik,ˈfeɪljə
faint,feɪnt,
faintly,ˈfeɪntlɪ,
fair,feə,sprawiedliwość|uczciwość|ˈfeə pleɪ
fairly,fair,naprawdę|ˈfeəlɪ
fairness,ˈfeənɪs,
fairy,ˈfeərɪ,
faith,feɪθ,
faithful,zwolennicy,ˈfeɪθfʊl
faithfully,ˈfeɪθfʊlɪ,
fake,feɪk,"i.   1.  fałszerstwo|naśladować
 2.  udawać"
falcon,sokół,ˈfɔ:kən
fall,cofać się do,dostosowywać się do|fɔ:l|mieście|rozpadać się na kawałki
fallacious,błędny,fəˈleɪʃəs|zwodniczy
fallacy,błąd,błąd logiczny|fałsz|fałsz rozumowania|ˈfæləsɪ
fallible,"1.  omylny
 2.  niedoskonały",ˈfɔ:ləbəl
fallout,opad promieniotwórczy,ˈfɔ:laʊt
fallow,leżący odłogiem,ˈfæləʊ
false,falstart,fɔ:ls|ˈfɔ:ls stɑ:t
falsehood,ˈfɔ:lshʊd,
falsify,fałszować,ˈfɔ:lsɪfaɪ
falsity,fałsz,ˈfɔ:lsətɪ
falter,ˈfɔ:ltə,
fame,feɪm,sława
famed,feɪmd,słynący
familial,fəˈmɪlɪəl,rodzinny
familiar,"1.  znajomy 
 2.  zaznajomiony","fəˈmɪlɪə|obznajomiony 
 3.  poufały"
familiarize,fəˈmɪljəraɪz,zaznajamiać
family,drzewo genealogiczne,ˈfæmɪlɪ|ˌfæmɪlɪ ˈtri:
famine,głód,ˈfæmɪn
famished,głodny jak wilk,ˈfæmɪʃt
famous,słynny,znany|ˈfeɪməs
fan,fæn,
fanatic,fəˈnætɪk,"i.    fanatyk
ii.    fanatyczny"
fanatical,fanatyczny,fəˈnætɪkəl
fanciful,1.  fantastyczny,"urojony
 2.  wymyślny|ˈfænsɪfʊl"
fanfare,fanfara,ˈfænfeə
fanfold paper,papier ciągły,papier ciągły perforowany|składanka|ˌfænˌfəʊld ˈpeɪpə
fang,fæŋ,kieł
fantasize,fantazjować,ˈfæntəsaɪz
fantasy,"1.  fantazjowanie
 2.  fantazja",ˈfæntəsɪ
faraway,ˈfɑ:rəweɪ,
farce,farsa,fɑ:s
farcical,farsowy,ˈfɑ:sɪkəl
fare,feə,
farewell,feəˈwel,"i.    pożegnanie
ii.    żegnaj"
farfetched,far-fetched,fɑ:ˈfeʧt|naciągnięty|przesadny
farflung,far-flung,ˌfɑ:ˈflʌŋ
farm,fɑ:m,gospodarować|i.    gospodarstwo rolne
farmer,chłop,rolnik|ˈfɑ:mə
farmhand,parobek,robotnik rolny|ˈfɑ:mhænd
farming,gospodarka,rolnictwo|ˈfɑ:mɪŋ
farmland,ziemia uprawna,ˈfɑ:mlænd
farmyard,podwórze,ˈfɑ:mjɑ:d
faroff,far-off,odległy|ˌfɑ:rˈɒf
farreaching,dalekosiężny,doniosły|far-reaching|ˌfɑ:ˈri:ʧɪŋ
farsighted,dalekowzroczny,far-sighted|ˌfɑ:ˈsaɪtɪd
fart,ˈfɑ:t,
farthing,ˈfɑ:ðɪŋ,
fascinate,fascynować,ˈfæsɪneɪt
fascination,fascynacja,ˌfæsɪˈneɪʃən
fascism,faszyzm,ˈfæʃɪzəm
fascist,"i.    faszysta
ii.    faszystowski",ˈfæʃɪst
fashion,ˈfæʃən,
fashionable,modny,ˈfæʃənəbəl
fast,fɑ:st,potrawy na poczekaniu|potrawy na poczekaniu ciepłe|ˈfɑ:st fu:d
fastening,klamra,zamocowanie|ˈfɑ:sənɪŋ
fastidious,fæstˈtɪdɪəs,grymaśny|wybredny
fat,cholernie,fæt
fatal,"1.  fatalny
 2.  śmiertelny",ˈfeɪtəl
fatalism,fatalizm,ˈfeɪtəlɪzəm
fatality,fəˈtælɪtɪ,
fate,feɪt,los|przeznaczenie
fated,ˈfeɪtɪd,
fateful,brzemienny w skutki,ˈfeɪtfʊl
father,ˈfɑ:ðə,ˌfɑ:ðə ˈkrɪsməs
fatherhood,ojcostwo,ˈfɑ:ðəhʊd
fatherinlaw,father-in-law,teść|ˈfɑ:ðərɪnlɔ:
fatherless,bez ojca,ˈfɑ:ðəlɪs
fatherly,ojcowski,ˈfɑ:ðəlɪ
fathom,dociekać,ˈfæθəm
fatigue,fəˈti:g,zmęczenie
fatten,i.    tuczyć się,ˈfætən
fatty,"i.    tłusty
ii.    tłuścioch",ˈfætɪ
fatuous,bujający w obłokach,głupi|ˈfætjʊəs
faucet,kran,kurek|ˈfɔ:sət
fault,fɔ:lt,
faultless,bez zarzutu,bezbłędny|ˈfɔ:ltlɪs
faulty,wadliwy,ˈfɔ:ltɪ
fauna,ˈfɔ:nə,
favor,favour,ˈfeɪvə
favorable,favourable,ˈfeɪvərəbəl
favorite,favourite,"i.    ulubiony
ii.    faworyt|ˈfeɪvrɪt"
favoritism,favouritism,faworyzowanie|ˈfeɪvrɪtɪzəm
favour,favor,ˈfeɪvə
favourable,favorable,ˈfeɪvərəbəl
favourite,favorite,"i.    ulubiony
ii.    faworyt|ˈfeɪvrɪt"
favouritism,favoritism,faworyzowanie|ˈfeɪvrɪtɪzəm
fawn,fɔ:n,przypochlebiać się
fax,fæks,
fbi,federalne biuro śledcze,
fco,ministerstwo spraw zagranicznych,msz
fear,fɪə,
fearful,ˈfɪəfʊl,
fearless,nieustraszony,ˈfɪəlɪs
fearsome,straszliwy,ˈfɪəsəm
feasible,osiągalny,wykonalny|ˈfi:zəbəl
feast,fi:st,i.    przyjęcie
feat,fi:t,popis|wyczyn
feather,pióro,ˈfeðə
feathery,pierzasty,ˈfeðərɪ
feature,"cecha
 2.  urządzenie",i.   1.  cecha charakterystyczna|ˈfi:ʧə
feb,"feb.
  luty",
february,luty,ˈfebrʊərɪ
feces,faeces,kał|ˈfɪ:si:z
feckless,nieporęczny,niezgrabny|ˈfeklɪs
federal,ˈfedərəl,
federation,"1.  związek
 2.  federacja",ˌfedəˈreɪʃən
fee,"1.  opłata
 2.  honorarium",fi:|gaża
feeble,"wątły
 2.  kiepski",ˈfi:bəl
feed,fi:d,pokarm
feedback,ˈfi:dbæk,
feel,fi:l,
feeling,ˈfi:lɪŋ,
feign,feɪn,udawać
feint,feɪnt,
feline,ˈfi:laɪn,
fell,fel,zwalać
fellow,no stary,ˈfeləʊ
fellowship,"1.  braterstwo
 2.  stowarzyszenie",związek|ˈfeləʃɪp
felony,zbrodnia,ˈfelənə
felttip pen,felt-tip pen,mazak|pisak|ˌfelttɪp ˈpen
fem,"fem.
  żeński",
female,ˈfi:meɪl,
feminine,ˈfemɪnɪn,
femininity,kobiecość,ˌfemɪˈnɪnətɪ
feminism,feminizm,ˈfemɪnɪzəm
feminist,"i.    feministka
ii.    feministyczny",ˈfemɪnɪst
fencing,ˈfensɪŋ,
fender,błotnik,ˈfendə
fern,fɜ:n,paproć
ferocious,fəˈrəʊʃəs,zajadły|zażarty
ferocity,fəˈrɒsətɪ,zaciekłośc|zajadłość
ferret,ˈferɪt,
ferry,"i.    prom
ii.    transportować",ˈferɪ
fertile,ˈfɜ:taɪl,
fertilise,1.  zapładniać,"fertilize|zapylać
 2.  nawozić|ˈfɜ:tɪlaɪz"
fertilize,1.  zapładniać,"fertilise|zapylać
 2.  nawozić|ˈfɜ:tɪlaɪz"
fertilizer,nawóz,ˈfɜ:tɪlaɪzə
fervent,namiętny,żarliwy|ˈfɜ:vənt
fervor,fervour,namiętność|żarliwość|ˈfɜ:və
fervour,fervor,namiętność|żarliwość|ˈfɜ:və
fester,ˈfestə,
festival,święto,ˈfestɪvəl
festive,świąteczny,ˈfestɪv
festivity,"1.  uroczystość
 2.  świętowanie",feˈstɪvɪtɪ
festoon,feˈstu:n,
fetch,feʧ,i.    sprowadzać
fetching,korzystny,ˈfeʧɪŋ
fete,"festyn
ii.    fetować",feɪt|fête|owacyjnie przyjmować
fetid,cuchnący,ˈfetɪd
fetish,fetysz,ˈfetɪʃ
fetter,kajdany,ˈfetə
fetus,foetus,płód|ˈfi:təs
feud,fju:d,waśń|wendeta
feudal,feudalny,ˈfju:dəl
feudalism,feudalizm,ˈfju:dəlɪzəm
fever,1.  gorączka,"febra
 2.  rozgorączkowanie|ˈfi:və"
feverish,1.  rozgorączkowany,"podniecony
 2.  gorączkujący|ˈfi:vərɪʃ"
ff,i następne linie,i następne strony
fiance,fiancé,fɪˈɒnseɪ|narzeczony
fiancee,fiancée,fɪˈɒnseɪ|narzeczona
fiancé,fiance,fɪˈɒnseɪ|narzeczony
fiancée,fiancee,fɪˈɒnseɪ|narzeczona
fiasco,fiasko,fɪˈæskəʊ|niepowodzenie
fib,fɪb,
fiber,fibre,ˈfaɪbə
fiberglass,fibreglass,włókno szklane|ˈfaɪbəglɑ:s
fibre,fiber,ˈfaɪbə
fibreglass,fiberglass,włókno szklane|ˈfaɪbəglɑ:s
fibrous,włóknisty,ˈfaɪbrəs
fickle,niestały,zmienny|ˈfɪkəl
fiction,1.  literatura,"beletrystyka
 2.  fikcja|ˈfɪkʃən"
fictional,"1.  fikcyjny
 2.  powieściowy",ˈfɪkʃənəl
fictitious,fikcyjny,fɪkˈtɪʃəs
fidelity,fɪˈdelɪtɪ,wierność
fidget,kręcić się,wiercić się|ˈfɪʤɪt
fidgety,nerwowy,wiercący się|ˈfɪʤɪtɪ
field,fi:ld,"lornetka
iv.  field marshal|marszałek polny|teren|ˈfi:ld ˌglɑ:sɪz"
fiend,fi:nd,
fiendish,ˈfi:ndɪʃ,
fierce,"1.  zajadły
 2.  gwałtowny",fɪəs
fiery,ˈfaɪərɪ,
fifteen,piętnaście,ˌfɪfˈti:n
fifteenth,piętnasty,ˌfɪfˈti:nθ
fifth,fɪfθ,piąty
fiftieth,pięćdziesiąty,ˈfɪftɪəθ
fifty,pięćdziesiąt,ˈfɪftɪ
fiftyfifty,fifty fifty,fifty-fifty|pół na pół|ˌfɪftɪ ˈfɪftɪ
fig,figa,fɪg|rycina
fight,faɪt,"stosować kontratak
 2.  powstrzymywać"
fighter,1.  bojownik,"uczestnik walki
 2.  myśliwiec|wojownik|ˈfaɪtə"
figment,płód wyobraźni,ˈfɪgmənt
figurative,metaforyczny,przenośny|ˈfɪgərətɪv
figure,kombinować,ˈfɪgə
figurehead,figurant,ˈfɪgəhed
filament,drucik,drucik w żarówce|włókienko|włókno|ˈfɪləmənt
filch,fɪlʧ,zwędzić
file,faɪl,"kolumna
ii.   1.  ewidencjonować|segregator
 3.  akta|składać|włączać do akt"
filial,synowski,ˈfɪlɪəl
filing cabinet,szafa na kartoteki,ˈfaɪlɪŋ ˌkæbɪnət
filipino,filipińczyk,ˌfɪlɪˈpi:nəʊ
fill,fɪl,
fillet,filet,ˈfɪlɪt
filling,stacja benzynowa,ˈfɪlɪŋ|ˈfɪlɪŋ steɪʃən
film,"błona
ii.    robić zdjęcia",filmować|fɪlm|warstwa
filter,ˈfɪltə,
filth,fɪlθ,sprośność
filthy,1.  brudny,"sprośny|zapaskudzony
 2.  plugawy|ˈfɪlθɪ"
fin,fɪn,płetwa
final,"finalny
 2.  główny",finałowy|ˈfaɪnəl
finalist,finalista,ˈfaɪnəlɪst
finality,faɪˈnælɪtɪ,stanowczość|zdecydowanie
finally,ˈfaɪnəlɪ,
finance,dofinansowanie,fɪˈnæns
financial,finansowy,fɪˈnænʃəl
financier,finansista,fɪˈnænsɪə
finch,czyżyk,fɪnʧ|gil|szczygieł|zięba
find,faɪnd,"stwierdzać
 2.  zdemaskować|stwierdzać
ii.   1.  znalezisko|że coś jest|że coś jest smutne"
finding,rezultat,stwierdzenie|ˈfaɪndɪŋ
finery,precjoza,stroje i kosztowności|ˈfaɪnərɪ
finesse,finezja,fɪˈnes
finger,ˈfɪŋgə,
fingernail,paznokieć,ˈfɪŋgəneɪl
fingerprint,i.    odcisk palca,ˈfɪŋgəprɪnt
finicky,grymaśny,wybredny|ˈfɪnɪkɪ
finish,"kończyć
 2.  dojadać","kończyć
 2.  kończyć zawody|kończyć podróż|ˈfɪnɪʃ"
finished,1.  gotowy,kończyć|ˈfɪnɪʃt
finishing school,pensja,pensja dla panien|ˈfɪnɪʃɪŋ sku:l
finite,ograniczony,skończony|ˈfaɪnaɪt
finland,finlandia,ˈfɪnlənd
finn,fin,fɪn
finnish,fiński,ˈfɪnɪʃ
fir,fɜ:,jodła
firearm,broń,broń palna|ˈfaɪərɑ:m
firebrand,podżegacz,ˈfaɪəbrænd
firefighting,fire-fighting,przeciwpożarowy|ˈfaɪəfaɪtɪŋ
fireguard,ekran,ekran przed ogniem|ˈfaɪəgɑ:d
firelight,światło od ognia,ˈfaɪəlaɪt
fireman,strażak,ˈfaɪəmən
fireplace,kominek,ˈfaɪəpleɪs
fireproof,ognioodporny,ogniotrwały|ˈfaɪəpru:f
fireside,ˈfaɪəsaɪd,
firewood,drewno na podpałkę,drewno opałowe|ˈfaɪəwʊd
firework,fajerwerk,ogień sztuczny|ˈfaɪəwɜ:k
firing squad,ˈfaɪərɪŋ skwɒd,
firm,fɜ:m,
first,fɜ:st,"imię
vi.  first night|imię chrzestne|osiągnięcie|premiera"
firstborn,first-born,pierworodny|ˈfɜ:stbɔ:n
firsthand,first-hand,z pierwszej ręki|ˌfɜ:stˈhænd
firstly,po pierwsze,ˈfɜ:stlɪ
firstrate,first-rate,pierwszorzędny|ˈfɜ:streɪt
fiscal,fiskalny,podatkowy|ˈfɪskəl
fish,fɪʃ,łowić
fisherman,rybak,ˈfɪʃəmən
fishery,obszar połowu,łowisko|ˈfɪʃərɪ
fishing,i.    rybołówstwo,"wędka|wędkarstwo
ii.  fishing rod|ˈfɪʃɪŋ|ˈfɪʃɪŋ rɒd"
fishmonger,ˈfɪʃmʌŋgə,
fishy,ˈfɪʃɪ,
fission,rozbicie,rozbicie atomu|rozszczepienie|ˈfɪʃən
fissure,rozpadlina,szczelina|ˈfɪʃə
fist,fɪst,pięść
fistful,garść,ˈfɪstfʊl
fit,atak,"dopasować|fɪt|napad
 2.  przystęp gniewu|napad szału"
fitful,niespokojny,ˈfɪtfʊl
fitments,ˈfɪtmənts,
fitter,instalator,mechanik|montażysta|ˈfɪtə
fitting,sprzęt,ˈfɪtɪŋ
five,faɪv,pięć
fiver,ˈfaɪvə,
fixation,fiksacja,fɪkˈseɪʃən|mania
fixed,1.  ustalony,ˈfɪkst
fixedly,bez przerwy,z uporem|ˈfɪksɪdlɪ
fixture,impreza,"wyposażenie
 2.  stały akcent|ˈfɪksʧə"
fizz,fɪz,musować
fizzle out,spełzać na niczym,ˌfɪzəl ˈaʊt
fizzy,musujący,ˈfɪzɪ
flabbergasted,oszołomiony,ˈflæbəgɑ:stɪd
flabby,obwisły,sflaczały|ˈflæbɪ
flaccid,zwiotczały,ˈflæksɪd
flag,flæg,
flagon,1.  karafka,"dzban
 2.  flaszka|ˈflægən"
flagpole,maszt,maszt flagowy|ˈflægpəʊl
flagrant,brutalny,rażący|ˈfleɪgrənt
flagship,okręt flagowy,ˈflægʃɪp
flagstaff,maszt,maszt flagowy|ˈflægstɑ:f
flagstone,płyta chodnikowa,ˈflægstəʊn
flail,fleɪl,
flair,1.  talent,"fleə|zmysł 
 2.  wyczucie"
flake,fleɪk,
flamboyant,"1.  przesadny
 2.  jaskrawy",flæmˈbɔɪənt|rzucający się w oczy
flame,fleɪm,
flaming,ˈfleɪmɪŋ,
flamingo,flaming,fləˈmɪŋgəʊ
flammable,łatwo palny,ˈflæməbəl
flan,flæn,
flank,flæŋk,
flannel,flanelka,ˈflænəl
flap,flæp,patka|podniecać się
flare,fleə,i.    rakieta świetlna
flared,fleəd,kloszowy
flashback,retrospekcja,ˈflæʃbæk
flashlight,1.  duża latarka,"latarka
 2.  lampa błyskowa|ˈflæʃlaɪt"
flashy,wyzywający,ˈflæʃɪ
flask,"1.  piersiówka
 2.  termos",flɑ:sk
flat,flæt,
flatmate,współmieszkaniec,ˈflætmeɪt
flatten,i.   1.  spłaszczać się,wygładzać się|ˈflætən
flatter,że,ˈflætə
flattery,pochlebstwo,ˈflætərɪ
flaunt,flɔ:nt,obnosić się
flavor,flavour,przyprawiać|ˈfleɪvə
flavoring,flavouring,przyprawa|przyprawa smakowa|ˈfleɪvərɪŋ
flavour,flavor,przyprawiać|ˈfleɪvə
flavouring,flavoring,przyprawa|przyprawa smakowa|ˈfleɪvərɪŋ
flaw,flɔ:,"niedopatrzenie
 2.  skaza"
flawless,nieskazitelny,ˈflɔ:lɪs
flax,flæks,len
flaxen,lniany,ˈflæksən
flea,fli:,
fleck,cętka,flek
fledgling,początkujący,ˈfleʤlɪŋ
flee,fli:,uciekać
fleece,fli:s,
fleet,fli:t,
fleeting,przelotny,ulotny|ˈfli:tɪŋ
flemish,flamandzki,ˈflemɪʃ
flesh,fleʃ,wypełniać szczegółami
fleshandblood,flesh-and-blood,fleʃənˈblʌd|z krwi i kości
fleshy,"1.  korpulentny
 2.  mięsisty",ˈfleʃɪ
flex,fleks,"kabel
ii.    naprężać"
flexible,giętki,ˈfleksɪbəl
flicker,ˈflɪkə,
flight,flaɪt,"kabina pilota|stewardesa
iii.  flight deck|ˈflaɪt dek|ˌflaɪt əˈtendənt"
flimsy,"1.  wątły
 2.  przewiewny",cienki|ˈflɪmzɪ
flinch,ˈflɪnʧ,
fling,flɪŋ,i.    rzucać się|mieć ubaw
flint,flɪnt,kamień
flip,flɪp,
flippant,kpiący,niepoważny|ˈflɪpənt
flipper,1.  noga upłetwiona,"noga|odnóże pławne
 2.  płetwa|ˈflɪpə"
flirt,flirciarka,flɜ:t
flirtation,flirt,flɜ:ˈteɪʃən
flirtatious,flɜ:ˈteɪʃəs,kokieteryjny
flit,flɪt,przemykać
float,fləʊt,
floating,niestabilny,niezdecydowany|płynny|ˈfləʊtɪŋ
flock,flɒk,gromadzić się
flog,flɒg,opylać
flood,flʌd,wpływać
floodgate,1.  zapora,ˈflʌdgeɪt
floodlight,ˈflʌdlaɪt,
floor,flɔ:,
floorboard,deska podłogowa,ˈflɔ:bɔ:d
flop,fiasko,flɒp|opadać
floppy,dysk elastyczny,ˈflɒpɪ|ˌflɒpɪ ˈdɪsk
flora,ˈflɔ:rə,
floral,"1.  kwiecisty
 2.  ukwiecony",ˈflɔ:rəl
florid,rumiany,ˈflɒrɪd
florida,floryda,ˈflɒrɪdə
floridan,florydzki,ˈflɒrɪdən
floridian,florydzki,flɒˈrɪdɪən
florist,kwiaciarka,kwiaciarz|ˈflɒrɪst
flounce,flaʊns,rzucać się
flounder,1.  szarpać się,co powiedzieć|ˈflaʊndə
flour,mąka,ˈflaʊə
flourish,szeroki gest,ˈflʌrɪʃ
flout,flaʊt,lekceważyć|łamać
flow,fləʊ,
flowchart,schemat blokowy,sieć działań|ˈfləʊʧɑ:t
flower,ˈflaʊə,
flowerbed,klomb,ˈflaʊəbed
flowered,kwiecisty,ˈflaʊəd
flowering,kwiatowy,kwietny|ˈflaʊərɪŋ
flowerpot,doniczka,ˈflaʊəpɒt
flowery,"1.  kwiatowy
 2.  kwiecisty",ˈflaʊərɪ
flu,flu:,grypa
fluctuate,fluktuować,ˈflʌktjʊeɪt
fluctuation,fluktuacja,ˌflʌktjʊˈeɪʃən
flue,flu:,przewód|przewód kominowy
fluency,biegłość,płynność|ˈflu:ənsɪ
fluent,płynnie mówić po,ˈflu:ənt
fluff,flʌf,
fluffy,puchaty,ˈflʌfɪ
fluid,flu:ɪd,ˌflu:ɪd ˈaʊns
fluke,flu:k,fuks|łut szczęścia
fluorescent,"1.  fluorescencyjny
 2.  jarzeniowy",ˌflʊəˈresənt
fluoride,fluorek,ˈflʊəraɪd
flurry,1.  poruszenie,ˈflʌrɪ
flush,flʌʃ,
fluster,"i.    płoszyć
ii.    popłoch",ˈflʌstə
flute,flu:t,
fluted,żłobkowany,ˈflu:tɪd
flutter,dygotanie,ˈflʌtə
